Date;Session Title;Player Name;Split Name;Tags;Split Start Time;Split End Time;Duration;Distance (km);Sprint Distance (m);Sprints;Power Plays;Accelerations;Decelerations;Energy (kcal);Impacts;Top Speed (km/h);Distance Per Min (m/min);Power Score (w/kg);Decelerations Per Min;Accelerations Per Min;Player Load;Sprint Distance Per Min (m/min);Work Ratio;Distance in Speed Zone 1  (km);Distance in Speed Zone 2  (km);Distance in Speed Zone 3  (km);Distance in Speed Zone 4  (km);Distance in Speed Zone 5  (km);Time in Speed Zone 1 (secs);Time in Speed Zone 2 (secs);Time in Speed Zone 3 (secs);Time in Speed Zone 4 (secs);Time in Speed Zone 5 (secs);Impact Zones: 3 - 5 G (Impacts);Impact Zones: 5 - 10 G (Impacts);Impact Zones: 10 - 15 G (Impacts);Impact Zones: 15 - 20 G (Impacts);Impact Zones: > 20 G (Impacts);Power Play Duration Zones: 0 - 2,5 s (Power Plays);Power Play Duration Zones: 2,5 - 5 s (Power Plays);Power Play Duration Zones: 5 - 7,5 s (Power Plays);Power Play Duration Zones: 7,5 - 10 s (Power Plays);Power Play Duration Zones: > 10 s (Power Plays);Distance in Deceleration Zones: 0 - 1 m/s/s  (km);Distance in Deceleration Zones: 1 - 2 m/s/s  (km);Distance in Deceleration Zones: 2 - 3 m/s/s  (km);Distance in Deceleration Zones: 3 - 4 m/s/s  (km);Distance in Deceleration Zones: > 4 m/s/s  (km);Time in Deceleration Zones: 0 - 1 m/s/s (secs);Time in Deceleration Zones: 1 - 2 m/s/s (secs);Time in Deceleration Zones: 2 - 3 m/s/s (secs);Time in Deceleration Zones: 3 - 4 m/s/s (secs);Time in Deceleration Zones: > 4 m/s/s (secs);Distance in Acceleration Zones: 0 - 1 m/s/s  (km);Distance in Acceleration Zones: 1 - 2 m/s/s  (km);Distance in Acceleration Zones: 2 - 3 m/s/s  (km);Distance in Acceleration Zones: 3 - 4 m/s/s  (km);Distance in Acceleration Zones: > 4 m/s/s  (km);Time in Acceleration Zones: 0 - 1 m/s/s (secs);Time in Acceleration Zones: 1 - 2 m/s/s (secs);Time in Acceleration Zones: 2 - 3 m/s/s (secs);Time in Acceleration Zones: 3 - 4 m/s/s (secs);Time in Acceleration Zones: > 4 m/s/s (secs);Distance in Power Zone: 0 - 5 w/kg  (km);Distance in Power Zone: 5 - 10 w/kg  (km);Distance in Power Zone: 10 - 15 w/kg  (km);Distance in Power Zone: 15 - 20 w/kg  (km);Distance in Power Zone: 20 - 25 w/kg  (km);Distance in Power Zone: 25 - 30 w/kg  (km);Distance in Power Zone: 30 - 35 w/kg  (km);Distance in Power Zone: 35 - 40 w/kg  (km);Distance in Power Zone: 40 - 45 w/kg  (km);Distance in Power Zone: 45 - 50 w/kg  (km);Distance in Power Zone: > 50 w/kg  (km);Time in Power Zone: 0 - 5 w/kg (secs);Time in Power Zone: 5 - 10 w/kg (secs);Time in Power Zone: 10 - 15 w/kg (secs);Time in Power Zone: 15 - 20 w/kg (secs);Time in Power Zone: 20 - 25 w/kg (secs);Time in Power Zone: 25 - 30 w/kg (secs);Time in Power Zone: 30 - 35 w/kg (secs);Time in Power Zone: 35 - 40 w/kg (secs);Time in Power Zone: 40 - 45 w/kg (secs);Time in Power Zone: 45 - 50 w/kg (secs);Time in Power Zone: > 50 w/kg (secs);Time in HR Load Zone 0% - 60% Max HR(secs);Time in HR Load Zone 60% - 75% Max HR (secs);Time in HR Load Zone 75% - 85% Max HR (secs);Time in HR Load Zone 85% - 96% Max HR (secs);Time in HR Load Zone 96% - 100% Max HR (secs);Accelerations Zone Count: 0 - 1 m/s/s;Accelerations Zone Count: 1 - 2 m/s/s;Accelerations Zone Count: 2 - 3 m/s/s;Accelerations Zone Count: 3 - 4 m/s/s;Accelerations Zone Count: > 4 m/s/s;Deceleration Zone Count: 0 - 1 m/s/s;Deceleration Zone Count: 1 - 2 m/s/s;Deceleration Zone Count: 2 - 3 m/s/s;Deceleration Zone Count: 3 - 4 m/s/s;Deceleration Zone Count: > 4 m/s/s
45321;Treino Tecnico 30-01-24;Arlen Silva;all; training; 45321,686070602;45321,757237269;"6149";5,137;151,569;2;33;102;97;714,9562;2;22,4002;50,1253;4,2123;0,9465;0,9953;298,7557;1,479;15,4228;"3,0058";"1,2743";"0,7054";"0,1516";"0";"5529,7";"437,5";"155,6";"25,9";"0";"195";"2";"0";"0";"0";"0";"23";"10";"0";"0";"1,8438";"0,5308";"0,2017";"0,0772";"0,0406";"2566,9";"239,8";"72,7";"25,4";"12,4";"1,7245";"0,452";"0,1867";"0,0654";"0,0143";"2878,8";"228,7";"84,5";"31,9";"7,6";"2,0149";"0,9691";"0,7393";"0,54";"0,3402";"0,1652";"0,0956";"0,0747";"0,0472";"0,0389";"0,1119";"4885";"597,7";"278,4";"158,2";"85,9";"43,8";"26,9";"20,4";"13,3";"10,1";"29";"0";"0";"0";"0";"0";"0";"117";"99";"67";"35";"0";"90";"113";"47";"50"
45324;Treino Tecnico G2 - 02-02-24;Arlen Silva;all; training; 45324,705332176;45324,753809028;"4188";4,3658;153,922;5;30;47;53;592,1173;1;27,6962;62,5479;5,1214;0,7593;0,6734;233,7409;2,2052;22,2358;"2,3519";"1,3316";"0,5284";"0,1211";"0,0328";"3595,3";"449,5";"119,1";"19,9";"4,5";"114";"1";"0";"0";"0";"0";"26";"2";"2";"0";"1,6553";"0,4589";"0,142";"0,0505";"0,0146";"1596,8";"224,1";"53,1";"15,7";"4,5";"1,4569";"0,4191";"0,1318";"0,0308";"0,0059";"1977,3";"234,9";"63,9";"15,3";"2,7";"1,3129";"1,0206";"0,8288";"0,5408";"0,2587";"0,1469";"0,0826";"0,0435";"0,0327";"0,0232";"0,075";"2910,1";"644,9";"304,7";"158,4";"71";"36,5";"20,5";"11,6";"7,6";"6";"17";"0";"0";"0";"0";"0";"0";"98";"100";"33";"14";"0";"116";"105";"34";"19"
45337;Jg OF 8 Portuguesa 1x0 Audax Rio;Arlen Silva;all; game; 45337,781371528;45337,854106481;"6284";8,9846;716,347;24;58;57;79;1164,9302;3;29,6482;85,7852;6,7157;0,7543;0,5442;382,0419;6,8397;32,3462;"4,4822";"2,588";"1,198";"0,5707";"0,1457";"5031,4";"875,6";"265,1";"92,9";"19,2";"113";"3";"0";"0";"0";"0";"28";"20";"6";"4";"3,642";"0,6009";"0,1977";"0,086";"0,0469";"2730,7";"237,7";"66";"26,4";"11,9";"3,5442";"0,6438";"0,1746";"0,0382";"0,0102";"2854,5";"267,2";"68,5";"16,5";"4,8";"2,0736";"2,5229";"1,6147";"1,0663";"0,6115";"0,4217";"0,218";"0,1405";"0,0966";"0,0633";"0,1555";"3467,5";"1575,3";"577,4";"296,9";"141,8";"87";"43,1";"29,1";"19,6";"13,2";"33,3";"0";"0";"0";"0";"0";"0";"180";"91";"39";"18";"0";"146";"94";"45";"34"
45343;Cop  Brasil Audax 0x0 Portuguesa;Arlen Silva;all; game; 45343,805584491;45343,869633102;"5534";7,2263;385,386;15;43;51;71;937,0096;4;28,5122;78,3478;6,1341;0,7698;0,5529;332,0801;4,1784;30,6757;"3,669";"2,3403";"0,8316";"0,3138";"0,0716";"4497,5";"791,6";"183,6";"51,3";"9,7";"95";"4";"0";"0";"0";"0";"25";"13";"4";"1";"2,9767";"0,4863";"0,1516";"0,0616";"0,0443";"2471,5";"208";"53,9";"19,9";"13";"2,8129";"0,5024";"0,1486";"0,0373";"0,0047";"2448,1";"240,8";"59,9";"16,5";"2,1";"1,7494";"2,001";"1,5348";"0,8284";"0,4152";"0,2551";"0,1531";"0,0778";"0,0629";"0,0384";"0,1101";"3260,5";"1236,9";"546,1";"237,2";"100,9";"55,9";"32,4";"17,5";"13,5";"8,9";"23,9";"0";"0";"0";"0";"0";"0";"172";"83";"38";"13";"0";"134";"76";"37";"34"
45346;Jg Of 10 Audax Rio 2x0 Botafogo;Arlen Silva;all; game; 45346,66050463;45346,753158565;"8005";11,3378;966,348;31;84;107;102;1513,8865;5;31,5603;84,9807;6,8507;0,7645;0,802;476,1967;7,2431;33,7064;"5,483";"3,1955";"1,6929";"0,7296";"0,2367";"6406";"1074,8";"373,5";"119,7";"31,3";"120";"5";"0";"0";"0";"0";"39";"29";"13";"3";"4,4383";"0,9117";"0,2921";"0,0934";"0,076";"3185,8";"360,8";"91,6";"26,6";"19,5";"4,2695";"0,88";"0,2821";"0,0713";"0,0234";"3811,1";"368,9";"101,4";"29,5";"10,1";"2,3634";"3,1936";"2,0147";"1,3838";"0,8455";"0,5153";"0,3243";"0,2065";"0,1254";"0,0866";"0,2787";"4396,6";"1991";"716,7";"382,2";"198,5";"109";"64,7";"42,1";"26,8";"17,8";"59,9";"0";"0";"0";"0";"0";"0";"228";"132";"71";"36";"0";"222";"132";"54";"48"
45320;Jg Of 4 Audax Rio 0x1 Boa Vista;Joao Victor;all; game; 45320,850373843;45320,946986111;"8347";10,5268;420,081;12;40;71;71;1597,6152;4;29,6482;75,6692;5,8033;0,5104;0,5104;412,0382;3,0196;31,4309;"5,7529";"3,1269";"1,227";"0,319";"0,1011";"6962,2";"1045,2";"274,1";"52,1";"13,6";"60";"4";"0";"0";"0";"0";"18";"12";"5";"5";"4,4685";"0,7485";"0,1971";"0,0556";"0,0328";"3756";"349";"76,2";"18,8";"8,4";"4,1207";"0,694";"0,1588";"0,0447";"0,0062";"3680,6";"352,9";"78,4";"22,7";"4,2";"2,5043";"3,3061";"2,0022";"1,2741";"0,6454";"0,3198";"0,1747";"0,1011";"0,0731";"0,0451";"0,0809";"4902,8";"2034,6";"705,5";"362,3";"162,3";"74,1";"38,9";"22";"16";"10";"18,7";"0";"0";"0";"0";"0";"0";"225";"146";"54";"17";"0";"217";"131";"48";"23"
45323;Jg Of 5 V Redonda 2x0 Audax Rio;Joao Victor;all; game; 45323,789354167;45323,881357639;"7949";11,8032;666,858;21;63;113;108;1847,5719;2;29,4162;89,0923;7,0549;0,8152;0,8529;465,7499;5,0335;38,6451;"6,0297";"3,6083";"1,4984";"0,4594";"0,2075";"6291,1";"1217,9";"336,9";"75,6";"27,5";"108";"2";"0";"0";"0";"0";"37";"17";"5";"4";"4,7902";"0,9508";"0,2856";"0,0909";"0,039";"3434,9";"415,6";"102,5";"29,7";"11,3";"4,4435";"0,8905";"0,2285";"0,0685";"0,0157";"3378,4";"430,2";"103,9";"34,2";"8,3";"2,3149";"3,7853";"2,2969";"1,4842";"0,7585";"0,3924";"0,2788";"0,1672";"0,0933";"0,0623";"0,1695";"3941";"2318,9";"822,4";"417,7";"190,9";"91,7";"58,1";"37";"19,9";"13,6";"37,8";"0";"0";"0";"0";"0";"0";"288";"166";"77";"36";"0";"248";"168";"67";"41"
45326;Jogo Of 6 Audax Rio 0x1 Bangu;Joao Victor;all; game; 45326,885884259;45326,986013889;"8651";11,648;376,485;12;56;100;103;1803,5494;2;26,4002;80,7861;6,3211;0,7144;0,6936;445,1095;2,6112;34,947;"6,0548";"3,7255";"1,4912";"0,3483";"0,0282";"7007,1";"1248,8";"333,6";"57,7";"3,9";"57";"2";"0";"0";"0";"0";"28";"20";"5";"3";"4,8535";"0,888";"0,236";"0,0815";"0,0418";"3668,5";"398,3";"85,7";"26,7";"11,8";"4,4215";"0,8396";"0,2126";"0,0578";"0,0155";"3907,1";"415,3";"101,1";"28,6";"8";"2,4356";"3,6915";"2,3715";"1,4906";"0,7602";"0,3891";"0,174";"0,117";"0,07";"0,046";"0,1025";"4715,5";"2261,5";"838,9";"423,1";"193,2";"92,9";"42,8";"28,8";"16,9";"11,5";"26";"0";"0";"0";"0";"0";"0";"277";"176";"68";"32";"0";"264";"146";"58";"45"
45328;Treino Tecnico 06-02-24;Joao Victor;all; training; 45328,707949074;45328,772048611;"5538";5,0449;32,856;0;24;106;90;838,5397;0;22,5602;54,6573;4,5907;0,9751;1,1484;263,1252;0,356;20,4832;"2,7731";"1,5252";"0,7137";"0,0329";"0";"4858,8";"511,4";"162,3";"5,7";"0";"120";"0";"0";"0";"0";"0";"22";"2";"0";"0";"1,8242";"0,5711";"0,2055";"0,0657";"0,0253";"2375,5";"269,1";"79,8";"24,1";"8,6";"1,6256";"0,4824";"0,1839";"0,0503";"0,0108";"2397,9";"255,1";"95,2";"26,2";"6,7";"1,4461";"1,2622";"0,8958";"0,6952";"0,3138";"0,1443";"0,0973";"0,071";"0,0398";"0,026";"0,0534";"3995,2";"795,5";"328,4";"198,4";"89,6";"44,8";"29,5";"20,8";"12";"7,5";"16,5";"0";"0";"0";"0";"0";"0";"117";"129";"72";"34";"0";"126";"135";"57";"33"
45330;Jogo Of 7 Vasco 1x0 Audax Rio;Joao Victor;all; game; 45330,835886574;45330,934857639;"8551";11,1612;432,608;16;51;68;100;1706,7743;1;30,5762;78,3151;6,0519;0,7017;0,4771;440,6031;3,0355;32,3198;"6,0718";"3,3472";"1,3096";"0,3153";"0,1173";"7050";"1140,7";"292,7";"52,7";"15";"84";"1";"0";"0";"0";"0";"24";"22";"2";"3";"4,5447";"0,8279";"0,2193";"0,0833";"0,0414";"3724,9";"380,6";"82,8";"26,6";"12,6";"4,453";"0,7751";"0,169";"0,0398";"0,0078";"3834,7";"386,3";"77,6";"20,1";"4,9";"2,6252";"3,556";"2,1601";"1,2995";"0,658";"0,3168";"0,1865";"0,1334";"0,0749";"0,0504";"0,1004";"4845,1";"2196,7";"780,2";"370,8";"163";"74,9";"41,2";"28,9";"17";"10,9";"22,4";"0";"0";"0";"0";"0";"0";"301";"134";"51";"17";"0";"248";"130";"55";"45"
45333;Treino Tecnico 11-02-24;Joao Victor;all; training; 45333,423916667;45333,47971875;"4821";5,2137;498,272;17;46;81;68;868,9225;0;29,0082;64,8876;5,4645;0,8463;1,0081;238,5042;6,2013;23,0876;"2,7844";"1,2906";"0,6404";"0,3888";"0,1095";"4167,1";"434,3";"142";"62,9";"14,9";"85";"0";"0";"0";"0";"0";"27";"19";"0";"0";"1,9619";"0,5124";"0,1874";"0,0704";"0,0323";"2127,3";"223,7";"62,8";"21,2";"8,8";"1,7406";"0,4572";"0,1828";"0,0526";"0,0161";"2051,2";"218,9";"74,6";"24";"8,7";"1,4276";"1,3548";"0,751";"0,5283";"0,3208";"0,2697";"0,1582";"0,1111";"0,0697";"0,0628";"0,1598";"3279,4";"853,5";"276,6";"152,3";"79,5";"58";"32,6";"24,2";"15,5";"12,9";"36,7";"0";"0";"0";"0";"0";"0";"93";"87";"52";"29";"0";"102";"77";"38";"30"
45334;Treino Tecnico 12-02-24;Joao Victor;all; training; 45334,70359375;45334,757200231;"4631";3,9548;79,848;1;22;58;45;638,0193;1;24,4722;51,2391;4,1767;0,583;0,7515;194,9001;1,0345;22,2369;"2,1212";"1,2176";"0,5361";"0,077";"0,0029";"4093";"404,3";"120,7";"13,1";"0,4";"53";"1";"0";"0";"0";"0";"16";"6";"0";"0";"1,5433";"0,4065";"0,1063";"0,0331";"0,0189";"2082,8";"187,9";"42,6";"12,4";"6";"1,385";"0,3062";"0,1078";"0,0393";"0,0084";"2050,9";"169,4";"54,2";"20,6";"4,7";"0,8363";"1,2798";"0,7311";"0,5296";"0,2629";"0,119";"0,0536";"0,0396";"0,0258";"0,0224";"0,0546";"3270,2";"792,5";"261,5";"151,4";"69,5";"31,2";"15,4";"11,3";"8";"6,1";"14,4";"0";"0";"0";"0";"0";"0";"85";"72";"42";"16";"0";"89";"81";"27";"18"
45335;Treino Tecnico 13-02-24;Joao Victor;all; training; 45335,689612269;45335,750321759;"5245";4,564;104,493;2;18;42;45;702,3706;1;25,1042;52,2097;4,06;0,5148;0,4805;204,67;1,1953;19,8982;"2,7167";"1,3647";"0,378";"0,1009";"0,0036";"4677,2";"465,4";"85,3";"16,8";"0,5";"79";"1";"0";"0";"0";"0";"15";"3";"0";"0";"1,8839";"0,3594";"0,0884";"0,0383";"0,0207";"2107,6";"167";"36";"12,7";"6,4";"1,7421";"0,3107";"0,0897";"0,0255";"0,0053";"2693,5";"161,6";"45";"12,5";"2,9";"1,3285";"1,4162";"0,8687";"0,4555";"0,1996";"0,1065";"0,068";"0,0466";"0,0249";"0,0147";"0,0349";"3776,4";"886";"314,9";"137,7";"54,1";"27";"17,7";"11,8";"6,3";"3,6";"9,7";"0";"0";"0";"0";"0";"0";"87";"84";"33";"9";"0";"87";"79";"27";"18"
45337;Jg OF 8 Portuguesa 1x0 Audax Rio;Joao Victor;all; game; 45337,781554398;45337,879398148;"8454";10,9552;315,883;7;55;92;81;1680,6598;0;29,5122;77,7514;6,0278;0,5749;0,6529;431,4262;2,2419;34,5269;"5,9229";"3,3978";"1,3186";"0,2494";"0,0665";"6952,8";"1153,4";"297,3";"41,4";"8,8";"93";"0";"0";"0";"0";"0";"38";"12";"3";"2";"4,6453";"0,8193";"0,2066";"0,0621";"0,0362";"3529,9";"376,3";"76,5";"20";"10,3";"4,1699";"0,7609";"0,1989";"0,0471";"0,009";"3928,5";"389,6";"94";"24,1";"4,5";"2,2449";"3,7709";"2,1896";"1,3933";"0,5959";"0,2665";"0,1706";"0,1064";"0,0659";"0,0488";"0,1026";"4631,6";"2303,1";"790";"393,4";"151,5";"66,7";"40,6";"25,2";"15,5";"11,6";"24,5";"0";"0";"0";"0";"0";"0";"290";"147";"66";"26";"0";"282";"135";"45";"36"
45340;Jg OF 9 Audax Rio 1x2 Nov Iguacu;Joao Victor;all; game; 45340,883361111;45340,987313657;"8982";11,3058;568,625;15;62;83;92;1754,903;5;31,7763;75,5228;5,9265;0,6146;0,5544;461,5177;3,7984;31,1696;"5,8839";"3,2313";"1,6219";"0,3736";"0,195";"7450,7";"1081,8";"361,4";"62,1";"25,5";"125";"5";"0";"0";"0";"0";"36";"14";"9";"3";"4,6758";"0,8528";"0,2232";"0,0866";"0,0439";"3848,4";"376,6";"82,9";"26";"12,5";"4,3651";"0,7812";"0,2075";"0,0534";"0,0161";"4111,1";"399,5";"90,1";"25,7";"8,7";"2,5392";"3,4022";"2,0401";"1,499";"0,767";"0,359";"0,2289";"0,1463";"0,1008";"0,0585";"0,1648";"5326,8";"2096,2";"725";"414,2";"187";"84,1";"47,9";"28,8";"21,9";"12,7";"36,9";"0";"0";"0";"0";"0";"0";"243";"147";"48";"35";"0";"216";"142";"47";"45"
45343;Cop  Brasil Audax 0x0 Portuguesa;Joao Victor;all; game; 45343,805326389;45343,897600694;"7973";11,1924;434,842;13;41;96;85;1711,4604;0;28,3602;84,227;6,5088;0,6397;0,7224;426,2731;3,2724;35,4356;"6,2471";"3,1542";"1,3562";"0,3253";"0,1095";"6545,1";"1053,2";"305,7";"53,7";"14,8";"72";"0";"0";"0";"0";"0";"23";"5";"10";"3";"4,7757";"0,7908";"0,217";"0,0745";"0,0301";"3547,2";"370,7";"81,1";"23,9";"8,9";"4,3256";"0,7068";"0,2069";"0,0546";"0,0103";"3442,3";"365,6";"99,3";"28,2";"5,3";"2,5773";"3,6996";"2,0121";"1,3876";"0,6522";"0,3312";"0,1988";"0,1149";"0,0674";"0,0448";"0,1065";"4214,4";"2289,5";"713,4";"389,5";"164,8";"78,8";"43,7";"26,9";"16,4";"10,6";"24,5";"0";"0";"0";"0";"0";"0";"237";"161";"73";"23";"0";"232";"143";"53";"32"
45320;Jg Of 4 Audax Rio 0x1 Boa Vista;Igor Amaral;all; game; 45320,850998843;45320,948188657;"8397";10,8479;434,083;12;39;70;58;1661,8584;1;29,7602;77,5127;5,9361;0,4144;0,5002;437,6423;3,1017;34,5579;"6,2125";"2,8971";"1,3042";"0,3086";"0,1255";"7073,5";"963,4";"293,1";"50,8";"16,4";"144";"1";"0";"0";"0";"0";"22";"8";"4";"5";"4,8184";"0,7267";"0,1462";"0,0594";"0,0229";"3804,5";"334,4";"55,8";"18,9";"6,5";"4,1854";"0,6571";"0,1771";"0,0433";"0,0114";"3731,8";"341,2";"78,1";"19,4";"6,6";"2,2855";"3,9977";"1,826";"1,3087";"0,5916";"0,3029";"0,2025";"0,1074";"0,0687";"0,0508";"0,1063";"4640,4";"2420,8";"638,3";"361,3";"147,4";"70,5";"42,2";"24";"15,5";"11,3";"25,5";"0";"0";"0";"0";"0";"0";"226";"123";"46";"24";"0";"242";"105";"33";"25"
45323;Jg Of 5 V Redonda 2x0 Audax Rio;Igor Amaral;all; game; 45323,789609954;45323,881091435;"7904";11,623;469,475;14;51;103;77;1795,8889;2;28,2402;88,2311;6,8861;0,5845;0,7819;451,1568;3,5638;41,1602;"6,5978";"3,3165";"1,2392";"0,3642";"0,1052";"6423,1";"1128,1";"278,5";"60,1";"14,2";"188";"2";"0";"0";"0";"0";"33";"8";"8";"2";"5,0389";"0,8524";"0,191";"0,0626";"0,0339";"3518,8";"383,4";"69,6";"19,9";"9,6";"4,4119";"0,7596";"0,1993";"0,0647";"0,0086";"3392,3";"389,1";"87,6";"29,2";"4,5";"2,2698";"4,4313";"2,088";"1,3064";"0,6134";"0,3318";"0,2336";"0,1029";"0,0718";"0,0518";"0,1223";"3689,8";"2724,4";"745,7";"379";"153,3";"77,5";"51,5";"23,9";"17,3";"12,7";"28,9";"0";"0";"0";"0";"0";"0";"292";"124";"78";"25";"0";"272";"127";"40";"37"
45326;Jogo Of 6 Audax Rio 0x1 Bangu;Igor Amaral;all; game; 45326,888222222;45326,986631944;"8503";11,0654;359,308;13;47;70;55;1688,1168;3;28,1282;78,081;5,955;0,3881;0,4939;429,0576;2,5354;34,5357;"6,6803";"2,8469";"1,1788";"0,3031";"0,0562";"7224,4";"956,3";"263,6";"50,6";"7,6";"85";"3";"0";"0";"0";"0";"29";"11";"4";"3";"4,8812";"0,7511";"0,1559";"0,0438";"0,027";"3804,4";"327,1";"54,5";"13,2";"7";"4,3123";"0,6566";"0,1828";"0,0433";"0,0115";"3870,8";"326,7";"73,6";"19,5";"5,7";"2,5201";"4,2416";"1,8522";"1,1237";"0,5649";"0,2925";"0,1439";"0,0962";"0,063";"0,0489";"0,1184";"4627,2";"2593,1";"650,3";"313,7";"138,3";"68,7";"34,4";"22,6";"15,1";"11,7";"27,4";"0";"0";"0";"0";"0";"0";"264";"112";"51";"19";"0";"244";"109";"32";"23"
45328;Treino Tecnico 06-02-24;Igor Amaral;all; training; 45328,708038194;45328,77225;"5548";4,5969;29,556;1;10;60;43;717,4843;2;27,3602;49,7143;3,8789;0,465;0,6489;232,7783;0,3196;17,6661;"3,2133";"1,0334";"0,3207";"0,0207";"0,0089";"5117,4";"353,2";"72,7";"3,4";"1,2";"58";"2";"0";"0";"0";"0";"8";"1";"0";"1";"1,9258";"0,4137";"0,1072";"0,0302";"0,0138";"2462,1";"244,5";"48,6";"11,2";"4,7";"1,6526";"0,3117";"0,1028";"0,0311";"0,0079";"2476,4";"217,6";"57,5";"19";"6,3";"1,6331";"1,573";"0,6492";"0,3472";"0,1674";"0,0836";"0,0475";"0,0306";"0,0163";"0,0163";"0,0327";"4083,1";"999,4";"241,9";"104,6";"49,4";"26,3";"14,8";"9,3";"4,9";"4,8";"9,4";"0";"0";"0";"0";"0";"0";"113";"79";"42";"18";"0";"116";"98";"26";"17"
45330;Jogo Of 7 Vasco 1x0 Audax Rio;Igor Amaral;all; game; 45330,836071759;45330,934460648;"8501";10,6827;351,508;10;47;47;65;1622,8812;2;28,9282;75,3987;5,726;0,4588;0,3317;420,3877;2,4809;33,3616;"6,5977";"2,735";"0,9985";"0,2959";"0,0556";"7297,3";"924,8";"222,6";"48,6";"7,5";"51";"2";"0";"0";"0";"0";"29";"16";"1";"1";"4,4587";"0,7195";"0,1873";"0,0583";"0,0288";"3739";"335,6";"70,3";"18,3";"7,8";"4,3788";"0,6553";"0,1622";"0,0277";"0,0062";"3913,7";"331";"68";"13,1";"4";"2,5362";"4,1036";"1,8031";"1,0163";"0,5057";"0,2714";"0,1537";"0,0949";"0,0626";"0,0461";"0,0892";"4768,8";"2505,5";"644,8";"291,6";"127,3";"62,3";"33,8";"21,6";"14,3";"10,2";"20,6";"0";"0";"0";"0";"0";"0";"271";"107";"34";"13";"0";"227";"119";"41";"24"
45333;Treino Tecnico 11-02-24;Igor Amaral;all; training; 45333,424267361;45333,479209491;"4747";4,3149;145,647;5;35;61;51;701,6108;0;25,0402;54,5382;4,4331;0,6446;0,771;228,7404;1,8409;16,8506;"2,7546";"0,862";"0,5527";"0,1421";"0,0036";"4307,1";"294,3";"120,9";"24,2";"0,5";"47";"0";"0";"0";"0";"0";"28";"7";"0";"0";"1,6734";"0,4414";"0,137";"0,043";"0,0132";"2064,6";"220,9";"52,2";"15";"4,4";"1,5055";"0,3253";"0,1256";"0,0407";"0,0098";"2108,1";"193,2";"62,6";"20,5";"5,5";"1,6085";"1,1321";"0,512";"0,3868";"0,2638";"0,1363";"0,0945";"0,0501";"0,041";"0,0282";"0,0616";"3542,7";"729,5";"194,5";"109,4";"63,7";"33,4";"24,5";"13,5";"10,7";"7,3";"17,8";"0";"0";"0";"0";"0";"0";"94";"69";"39";"22";"0";"92";"82";"31";"20"
45334;Treino Tecnico 12-02-24;Igor Amaral;all; training; 45334,703246528;45334,757549769;"4692";3,8845;27,662;0;12;45;30;601,041;2;21,4082;49,6733;3,8425;0,3836;0,5754;189,4206;0,3537;20,1637;"2,5867";"0,9712";"0,2989";"0,0277";"0";"4292,1";"326,9";"67,8";"4,8";"0";"39";"2";"0";"0";"0";"0";"10";"2";"0";"0";"1,6376";"0,3359";"0,0828";"0,0189";"0,0059";"2137";"176,9";"35,6";"7,4";"2";"1,4537";"0,238";"0,0834";"0,0222";"0,0061";"2117,5";"153";"46,2";"11,9";"4,1";"1,132";"1,4503";"0,6172";"0,3569";"0,1444";"0,0681";"0,0402";"0,0209";"0,0145";"0,0102";"0,0299";"3355,8";"910,1";"223,7";"106,2";"41,3";"19,9";"11,6";"6,7";"4,2";"3,3";"8,8";"0";"0";"0";"0";"0";"0";"88";"70";"28";"17";"0";"90";"63";"22";"8"
45335;Treino Tecnico 13-02-24;Igor Amaral;all; training; 45335,689359954;45335,750791667;"5308";4,5064;63,85;2;11;44;33;692,92;103;24,3362;50,9394;3,9157;0,373;0,4974;217,8913;0,7217;21,5461;"2,952";"1,1647";"0,3259";"0,0639";"0";"4831,1";"391,6";"74,5";"10,5";"0";"100";"100";"16";"0";"0";"0";"7";"4";"0";"0";"1,9676";"0,3231";"0,0819";"0,0298";"0,0081";"2168,4";"161";"30,7";"9,9";"2,7";"1,7005";"0,2719";"0,0915";"0,0254";"0,0065";"2723,6";"151,2";"43,7";"13,4";"3,1";"1,2124";"1,7516";"0,7359";"0,407";"0,1443";"0,1024";"0,0419";"0,0376";"0,0253";"0,0116";"0,0363";"3729,2";"1084";"262,6";"119,5";"42,4";"27,5";"11,9";"10,4";"6,8";"3,3";"10,1";"0";"0";"0";"0";"0";"0";"94";"63";"32";"12";"0";"105";"60";"19";"14"
45337;Jg OF 8 Portuguesa 1x0 Audax Rio;Igor Amaral;all; game; 45337,789357639;45337,87918287;"7761";10,5795;277,537;9;37;77;62;1622,6086;1;27,4082;81,7899;6,2709;0,4793;0,5953;407,7193;2,1456;37,935;"6,3734";"2,9011";"1,0275";"0,235";"0,0425";"6512";"971,1";"233,4";"38,6";"5,8";"85";"1";"0";"0";"0";"0";"24";"10";"1";"2";"4,5756";"0,7669";"0,1577";"0,052";"0,0293";"3412,5";"361,1";"58,3";"17,4";"7,8";"4,0967";"0,6684";"0,1738";"0,0467";"0,0124";"3445,5";"352,7";"77";"22,4";"6,2";"2,1991";"4,2399";"1,8538";"1,123";"0,487";"0,2599";"0,1419";"0,0869";"0,0649";"0,0399";"0,0832";"3924,3";"2569,9";"652,8";"318,6";"129,3";"62,8";"34,4";"22,1";"15,2";"9,7";"21,8";"0";"0";"0";"0";"0";"0";"272";"122";"55";"22";"0";"279";"92";"39";"23"
